,t_3_f,Disc_0,Disc_1,Disc_2,Disc_3,Disc_4,Disc_5,Disc_6,Disc_7,Disc_8,Disc_9
468,4.4e-05,133,422,20,132,869,76,0,28,0,136
469,4.4e-05,158,0,0,3,49,12,180,109,33,113
470,4.4e-05,16,88,945,51,0,212,3,67,64,0
471,4.4e-05,98,257,3,11,50,2344,42,0,39,2
472,4.4e-05,3,81,7,6,454,128,1,199,335,381
473,4.4e-05,178,177,6,21,195,1,56,1,83,1
474,4.4e-05,54,393,580,266,44,149,206,157,421,160
475,4.4e-05,0,1,0,8,6,12,228,0,191,55
476,4.4e-05,20,27,88,0,12,51,48,88,792,1590
477,4.4e-05,24,0,7,8,23,2,88,256,112,191
478,4.4e-05,46,48,18,0,192,425,18,655,48,54
479,4.4e-05,21,83,43,9,61,13,411,0,0,58
480,4.4e-05,425,5,74,0,71,34,26,1,0,1495
481,4.4e-05,121,81,30,2802,644,8,169,462,867,1
482,4.4e-05,223,23,7,1,33,18,182,39,11,25
483,4.4e-05,4,171,0,1520,38,2,89,26,2,73
484,4.4e-05,31,0,90,23,1,62,155,145,555,5
485,4.4e-05,235,299,30,5,4790,171,6,205,382,40
486,4.4e-05,20,952,8,276,2,0,134,18,137,10
487,4.4e-05,135,200,35,134,35,178,2,59,99,0
488,4.4e-05,44,1489,3,30,37,223,2,7,68,26
489,4.4e-05,0,3,0,25,1624,7,8,11,20,98
490,4.4e-05,6,13,73,2,20,137,582,6,202,150
491,4.4e-05,56,0,145,209,5,62,580,21,910,2
492,4.4e-05,154,54,86,72,18,0,6,49,825,3
493,4.4e-05,43,176,144,3,11,22,90,36,59,2
494,4.4e-05,32,72,483,132,0,95,489,134,121,42
495,4.4e-05,1,369,0,307,46,54,104,17,7,12
496,4.4e-05,108,275,0,735,622,27,2,135,0,19
497,4.4e-05,12,0,183,10,6,66,131,594,140,35
498,4.4e-05,84,461,115,38,789,26,0,207,9,92
499,4.4e-05,133,306,267,32,10,82,19,4,15,5
500,4.4e-05,113,413,238,5,8,38,0,110,96,0
501,4.4e-05,302,1,10,276,71,9,12,333,7,0
502,4.4e-05,23,1,172,0,1278,3,6,94,51,229
503,4.4e-05,5,17,19,142,5,1,88,560,1065,0
504,4.4e-05,15,810,166,127,0,32,0,41,66,190
505,4.4e-05,297,193,0,139,201,335,110,23,175,882
506,4.4e-05,0,59,5,27,16,296,503,5,560,6
507,4.4e-05,197,39,115,31,444,566,55,1,1,57
508,4.4e-05,102,579,814,5,148,1625,5,7,215,10
509,4.4e-05,215,5,70,0,76,87,168,154,26,39
510,4.4e-05,0,2,281,77,13,16,16,0,0,9
511,4.4e-05,14,131,155,37,27,1,2,1,103,46
512,4.4e-05,153,616,39,24,3,44,18,26,81,13
513,4.4e-05,70,0,4,0,0,64,318,97,142,25
514,4.4e-05,3,195,1,34,4,77,60,0,2622,72
515,4.4e-05,104,1,16,3,3,6,345,6,144,19
516,4.4e-05,309,235,357,111,205,15,288,9,22,332
517,4.4e-05,3,422,79,194,53,99,171,126,283,9
518,4.4e-05,37,20,37,1860,22,58,529,0,20,896
519,4.4e-05,42,0,0,943,14,167,2,44,40,8
520,4.4e-05,53,214,32,9,130,14,7,8,2625,1763
521,4.4e-05,32,96,936,123,211,1,1,1549,0,32
522,4.4e-05,81,446,59,0,19,0,0,36,0,147
523,4.4e-05,68,1,401,1,3,240,0,101,160,0
524,4.4e-05,29,66,47,514,855,16,46,32,57,94
525,4.4e-05,58,58,7,29,1,2,131,6,221,489
526,4.4e-05,0,583,8,32,9,0,43,5,0,29
527,4.4e-05,1,107,21,46,752,417,324,21,616,21
528,4.4e-05,6,109,44,1772,172,0,0,7,97,0
529,4.4e-05,1,363,0,19,15,30,1,1,187,163
530,4.4e-05,143,311,204,21,0,0,69,46,0,160
531,4.4e-05,88,106,65,62,4,196,202,0,4,19
532,4.4e-05,86,14,9,283,39,36,90,13,64,252
533,4.4e-05,754,490,1,2,0,98,21,267,1,5
534,4.4e-05,0,63,61,6,0,15,11,46,1,1
535,4.4e-05,3,16,304,6,11,36,9,80,70,8
536,4.4e-05,276,78,257,39,161,42,2,14,37,166
537,4.4e-05,21,5,0,0,185,82,38,125,83,648
538,4.4e-05,51,47,226,135,14,41,0,4,22,4
539,4.4e-05,27,0,69,3,45,15,12,40,0,0
540,4.4e-05,295,341,29,195,39,100,0,2,5,26
541,4.4e-05,11,1,3,47,20,1205,10,82,56,207
542,4.4e-05,1,0,370,686,20,48,59,34,840,84
543,4.4e-05,580,2328,355,224,40,392,13,18,15,131
544,4.4e-05,3,60,28,376,101,53,12,238,37,0
545,4.4e-05,137,14,361,3,28,217,137,76,0,0
546,4.4e-05,24,11,24,74,45,235,729,1166,827,97
547,4.4e-05,25,46,0,13,4,0,0,148,105,5
548,4.4e-05,4,0,218,0,29,357,17,362,0,31
549,4.4e-05,0,3,18,3,59,45,0,35,11,53
550,4.4e-05,0,172,984,0,388,114,5,4,30,6
551,4.4e-05,227,14,332,20,594,42,46,155,166,104
552,4.4e-05,119,309,66,299,31,1,1,3429,25,1
553,4.4e-05,56,171,285,6,81,239,2,190,2,39
554,4.4e-05,17,60,62,6,48,221,14,2,3,67
555,4.4e-05,0,17,281,784,2,34,296,1,666,88
556,4.4e-05,7,97,155,1,9,1,0,0,655,337
557,4.4e-05,25,23,321,160,0,12,209,11,8,29
558,4.4e-05,55,139,18,95,37,0,11,0,167,126
559,4.4e-05,9,127,6,21,0,0,47,3,59,42
560,4.4e-05,53,64,26,643,6,28,2,79,359,21
561,4.4e-05,46,1,22,294,5,7,0,6,10,112
562,4.4e-05,134,28,780,724,8,85,212,266,107,157
563,4.4e-05,1,1,102,18,89,24,0,13,23,1
564,4.4e-05,39,74,47,0,6,41,21,0,97,30
565,4.4e-05,471,17,1,0,0,276,4,8,56,100
566,4.4e-05,278,1,637,120,0,1,8,16,324,155
567,4.4e-05,25,10,40,1945,681,569,0,0,11,115
568,4.4e-05,30,232,2,107,13,2,195,9,1064,71
569,4.4e-05,99,54,1,1,110,768,2,210,9,328
570,4.4e-05,63,97,0,51,120,206,5,0,0,2
571,4.4e-05,70,21,9,36,8,83,129,81,37,77
572,4.4e-05,158,272,0,0,30,34,161,64,5,153
573,4.4e-05,65,2,209,364,128,0,14,148,41,1
574,4.4e-05,257,34,41,680,43,65,212,150,1,11
575,4.4e-05,1097,4,32,156,27,430,9,0,21,35
576,4.4e-05,0,68,106,60,28,272,2,30,16,0
577,4.4e-05,27,1018,0,0,9,86,11,17,617,0
578,4.4e-05,0,13,98,412,9,0,411,0,24,200
579,4.4e-05,197,135,151,54,225,37,20,73,17,0
580,4.4e-05,144,1131,2,5,28,9,74,92,79,4
581,4.4e-05,3,14,0,66,11,45,323,65,16,25
582,4.4e-05,126,109,290,15,50,119,71,1,76,0
583,4.4e-05,1,108,93,109,74,42,169,21,6,88
584,4.4e-05,0,101,208,7,92,229,24,640,15,57
585,4.4e-05,107,9,0,59,28,12,223,269,449,170
586,4.4e-05,222,155,49,120,91,3,73,14,0,142
587,4.4e-05,2,3,86,35,12,116,38,15,56,7
588,4.4e-05,80,333,96,23,9,3,277,26,41,275
589,4.4e-05,2,76,373,20,51,0,802,463,12,95
590,4.4e-05,1037,39,21,10,15,54,0,42,41,123
591,4.4e-05,101,319,1,39,332,15,80,96,9,56
592,4.4e-05,0,35,59,5,355,165,88,1,54,104
593,4.4e-05,0,105,0,0,0,187,7,159,5,31
594,4.4e-05,12,67,0,693,257,124,11,42,0,131
595,4.4e-05,14,19,399,81,0,1,9,288,314,51
596,4.4e-05,15,108,0,22,84,0,3,114,0,2
597,4.4e-05,100,1,681,187,235,7,45,2,1,40
598,4.4e-05,8,7,186,558,1324,6,260,103,29,183
599,4.4e-05,4,2,7126,1077,0,0,870,49,82,1
600,4.4e-05,124,62,130,0,26,112,46,86,0,55
601,4.4e-05,1,15,23,282,0,35,0,96,1,97
602,4e-05,1,2,0,0,3,226,88,58,121,205
603,4e-05,0,196,14,2,158,68,2,45,1,109
604,4e-05,399,1,254,568,0,3,0,1,11,35
605,4e-05,0,158,7,85,6,25,0,28,54,171
606,4e-05,35,13,74,17,199,0,76,0,164,15
607,4e-05,1,721,342,33,62,1,1,57,13,0
608,4e-05,0,54,2,67,0,20,65,154,157,209
609,4e-05,25,0,63,1410,113,0,626,14,53,7
610,4e-05,132,172,21,14,1,40,0,44,164,60
611,4e-05,12,14,162,177,3,257,23,11,2368,0
612,4e-05,27,0,74,7,163,41,0,29,17,2
613,4e-05,4,3,0,2,81,76,131,269,20,314
614,4e-05,94,100,153,2,3,9,15,22,9,36
615,4e-05,448,193,6,0,0,7,503,0,13,36
616,4e-05,167,0,0,5,67,204,412,0,0,4
617,4e-05,2,14,111,0,160,80,70,0,177,8
618,4e-05,7,6,17,1378,67,277,100,36,0,786
619,4e-05,1,7,76,11,51,42,505,33,93,60
620,4e-05,204,137,125,20,332,13,491,6,47,201
621,4e-05,15,38,0,0,1,0,23,53,212,328
622,4e-05,157,0,152,0,34,6,6,0,119,0
623,4e-05,714,33,0,22,435,28,1,75,2389,106
624,4e-05,0,65,47,434,1,16,20,12,245,0
625,4e-05,0,13,8,1199,2,29,1,161,28,2
626,4e-05,59,83,20,0,5500,72,5,18,0,51
627,4e-05,223,1,755,116,0,137,17,547,144,62
628,4e-05,30,24,59,1,58,9,9,99,189,7
629,4e-05,0,93,21,15,6,1128,59,83,1,0
630,4e-05,20,0,0,706,1,71,0,2,617,1
631,4e-05,38,6,1,1,107,2,0,51,1,12
632,4e-05,0,27,553,0,0,59,55,701,502,37
633,4e-05,6,13,506,0,37,2,40,2,122,2
634,4e-05,37,83,96,152,0,9,6,3,107,77
635,4e-05,131,6,1,43,1,18,3,3,236,2759
636,4e-05,5,4,25,1,0,1,0,140,0,218
637,4e-05,193,12,212,93,280,0,112,131,6,10
638,4e-05,437,7,4,8,0,30,6880,5,0,13
639,4e-05,151,172,127,334,61,19,0,857,204,90
640,4e-05,64,34,56,24,9,140,3,231,563,0
641,4e-05,33,86,1110,16,14,26,4,0,2,369
642,4e-05,43,455,249,1,226,0,57,0,69,79
643,4e-05,2,104,1,4104,2,1,4,1,639,98
644,4e-05,21,0,43,292,1,80,1,65,7,0
645,4e-05,4,203,536,82,82,10,0,0,54,18
646,4e-05,246,1,1,7,322,1,3,3,140,0
647,4e-05,8,10,21,167,139,313,0,1,153,33
648,4e-05,250,68,18,77,347,395,9,4,0,317
649,4e-05,0,36,0,26,217,0,178,4,0,301
650,4e-05,274,21,308,261,20,44,85,16,1,91
651,4e-05,16,21,292,131,52,30,0,233,0,0
652,4e-05,5,7,148,24,0,90,3,363,0,5
653,4e-05,4,71,2133,186,43,2,7,0,0,32
654,4e-05,393,0,76,741,33,1,26,34,16,56
655,4e-05,1,152,75,0,308,0,599,0,0,332
656,4e-05,38,77,0,3,551,0,3,15,0,737
657,4e-05,308,65,503,0,189,426,1,49,315,263
658,4e-05,1,157,29,11,10,0,256,292,4,0
659,4e-05,19,163,136,2,0,0,212,77,18,38
660,4e-05,138,2,18,20,0,0,44,180,425,12
661,4e-05,220,49,0,13,261,55,110,102,764,2
662,4e-05,86,0,161,9,12,3,143,1,5,6
663,4e-05,205,144,65,7,111,0,0,23,434,96
664,4e-05,183,0,1192,9,26,168,340,11,85,549
665,4e-05,67,152,24,99,920,81,10,460,45,2
666,4e-05,0,4,83,10,23,429,1,180,38,0
667,4e-05,8,18,80,1,0,29,685,10,2841,14
668,4e-05,56,0,46,8,227,59,0,41,5,39
669,4e-05,10,177,24,5,33,70,13,5,39,196
670,4e-05,43,16,0,9,54,0,31,44,4,323
671,4e-05,2,616,1087,55,327,26,28,18,16,196
672,4e-05,0,62,20,136,17,1,207,50,8,5
673,4e-05,74,161,13,86,494,0,52,0,7,261
674,4e-05,3,0,0,892,31,72,5,4,286,686
675,4e-05,22,21,39,474,0,9,7,0,311,0
676,4e-05,53,11,1,1,217,27,1,124,1,29
677,4e-05,78,0,168,24,17,2,54,797,141,5
678,4e-05,375,0,8,0,141,66,183,804,13,281
679,4e-05,88,141,61,2,226,0,11,0,2,436
680,4e-05,168,82,30,0,64,13,22,25,39,657
681,4e-05,606,434,1,33,28,0,105,99,23,0
682,4e-05,1591,21,22,124,3,66,33,0,284,101
683,4e-05,167,167,17,155,538,228,5,39,46,899
684,4e-05,365,728,0,68,13,2,271,12,160,0
685,4e-05,87,96,84,14,224,10,8,116,50,1
686,4e-05,8,28,401,181,0,42,39,139,72,116
687,4e-05,148,63,79,60,91,134,0,873,11,403
688,4e-05,0,42,1,0,10,0,109,1,163,176
689,4e-05,190,73,177,0,210,14,0,10,128,0
690,4e-05,1,56,14,858,18,162,132,5,954,16
691,4e-05,336,12,5,1,35,1,2136,0,0,84
692,4e-05,79,2,0,2,16,0,182,0,0,2
693,4e-05,158,1,66,0,232,477,0,28,43,62
694,4e-05,65,244,12,66,5,47,23,14,46,126
695,4e-05,63,104,35,3,31,0,395,132,0,18
696,4e-05,24,59,361,23,4,1,55,4,22,35
697,4e-05,85,12,12,28,8,13,69,149,51,2
698,4e-05,40,273,35,338,40,5,563,47,198,11
699,4e-05,8,23,31,277,4,11,254,0,11,11
700,4e-05,1179,5,0,161,0,133,35,0,5,41
701,4e-05,88,575,0,5,110,24,223,0,84,74
702,4e-05,40,30,1241,127,26,374,6,1,50,3
703,4e-05,2,121,0,0,3,486,1539,200,133,0
704,4e-05,0,0,31,0,18,99,9,38,338,5
705,4e-05,495,74,3,427,3,98,104,65,57,35
706,4e-05,63,159,3,393,0,5,47,12,289,9
707,4e-05,23,58,341,51,255,48,9,257,501,49
708,4e-05,10,80,88,334,28,53,758,2,51,0
709,4e-05,77,378,127,25,411,214,0,312,23,3
710,4e-05,24,0,0,227,2,54,35,1,3,166
711,4e-05,2,198,2651,0,1,31,93,189,4,669
712,4e-05,3,0,4,8,86,2749,91,134,41,1
713,4e-05,8,40,8,43,642,6,199,10,18,1
714,4e-05,103,21,22,8,41,1,17,61,96,2
715,4e-05,48,11,6,38,498,11,130,32,429,4
716,4e-05,130,54,170,0,1,15,905,108,2,47
717,4e-05,77,0,102,18,38,145,6,183,721,16
718,4e-05,17,591,79,83,0,2,106,0,0,504
719,4e-05,295,186,101,20,49,4,8,211,124,0
720,4e-05,33,0,46,70,0,109,0,29,334,0
721,4e-05,72,12,3,0,4,25,26,1,5,24
722,4e-05,312,365,0,196,118,708,65,197,120,29
723,4e-05,25,228,4,1,462,75,23,274,308,0
724,4e-05,0,1949,1,1137,1,336,1,813,22,48
725,4e-05,2,361,0,6,0,15,21,118,5,0
726,4e-05,0,0,0,161,24,90,9,67,0,11
727,4e-05,3,10,377,0,47,0,1,2,101,566
728,4e-05,9,0,12,168,275,0,15,0,172,146
729,4e-05,19,40,49,11,19,11,155,20,17,110
730,4e-05,156,0,3,25,83,39,63,130,958,328
731,4e-05,38,0,0,93,0,6,3,106,0,43
732,4e-05,14,210,23,90,46,700,509,258,286,0
733,4e-05,0,394,22,13,37,424,6,7,0,50
734,4e-05,806,235,348,49,2,19,4,85,47,128
735,4e-05,1,216,10,0,0,19,352,175,34,1
736,4e-05,23,43,130,30,10,0,205,225,35,30
737,4e-05,34,89,153,49,36,39,73,100,446,77
738,4e-05,3,75,2,0,364,194,7,2,0,55
739,4e-05,18,138,11,4,122,2,148,1,11,1
740,4e-05,69,5,0,0,0,12,44,812,44,90
741,4e-05,0,4,7,54,65,8,0,0,3,20
742,4e-05,12,11,58,166,94,8,73,2,3,248
743,4e-05,153,174,14,2428,27,313,3,11,41,58
744,4e-05,0,3,0,131,35,34,0,27,483,924
745,4e-05,209,3,0,26,0,1,41,346,101,0
746,4e-05,91,24,0,7,4,105,30,165,10,29
747,4e-05,513,1,80,11,0,1,7,349,16,36
748,4e-05,3,25,375,174,14,192,74,634,1,13
749,4e-05,163,51,695,119,7,0,0,127,6,16
750,4e-05,1,1,74,7,2,12,0,5,0,46
751,4e-05,150,2,315,13,176,1,34,384,135,109
752,4e-05,0,100,446,1724,2,0,42,1,1364,1
753,4e-05,18,7,199,46,73,193,102,31,41,974
754,4e-05,77,2,314,466,4,1,30,2,51,91
755,4e-05,465,153,262,632,311,261,347,264,1,611
756,4e-05,62,533,16,0,0,3,35,6,666,58
757,4e-05,463,1,4,1458,69,90,72,120,93,177
758,4e-05,0,277,5,153,0,33,128,43,0,146
759,4e-05,4,4,0,203,67,3,125,25,2,35
760,4e-05,192,54,47,77,0,213,91,411,11,0
761,4e-05,2148,149,1083,2,53,187,21,30,445,154
762,4e-05,56,36,3,0,11,19,55,20,0,61
763,4e-05,156,27,0,10,0,0,0,0,8,461
764,4e-05,68,0,48,37,53,0,1,1,77,410
765,4e-05,0,199,0,0,134,11,0,0,1,34
766,4e-05,133,0,540,48,39,0,2,2,0,12
767,4e-05,4,6,1,176,188,308,88,112,1,1
768,4e-05,341,2,0,1,42,34,5,13,103,21
769,4e-05,14,41,107,35,14,2,118,0,41,115
770,4e-05,33,61,3,31,98,89,22,48,75,34
771,4e-05,169,0,0,0,28,648,2,31,0,294
772,4e-05,46,45,119,63,0,0,151,295,85,177
773,4e-05,1,192,454,0,235,5,181,18,7,206
774,4e-05,378,1,653,627,29,2,1896,16,8,230
775,4e-05,0,361,2,16,375,6,65,31,18,44
776,4e-05,39,401,238,524,4,14,2626,337,145,306
777,4e-05,13,5,2,7,20,0,40,470,0,310
778,4e-05,4,11,41,155,8,0,120,96,105,7
779,4e-05,737,32,174,160,451,0,71,577,211,0
780,4e-05,0,1294,0,12,0,157,66,1,48,146
781,4e-05,52,56,5,0,329,194,6,372,74,277
782,4e-05,1,362,6,4,0,8,225,44,205,36
783,4e-05,4,9,218,270,24,16,40,1,0,76
784,4e-05,2,41,1555,0,228,26,17,2,68,0
785,4e-05,0,56,108,16,0,503,48,197,145,3
786,4e-05,0,0,51,6,17,1874,636,384,0,117
787,4e-05,18,1,2,20,298,0,172,0,8,389
788,4e-05,114,0,41,0,0,1902,0,187,1,1
789,4e-05,40,197,145,161,0,0,13,78,110,29
790,4e-05,901,3,63,4,9,7,30,1,70,125
791,4e-05,7,0,148,285,4,2,0,0,43,23
792,4e-05,375,0,85,284,169,98,86,261,601,271
793,4e-05,18,0,4,343,0,86,274,0,0,17
794,4e-05,1,0,105,1303,35,26,0,12,198,68
795,4e-05,400,24,1,7,62,406,4,0,31,1
796,4e-05,631,0,6,387,15,4,40,31,14,324
797,4e-05,0,120,856,14,52,158,10,77,4,74
798,4e-05,31,18,8,259,34,0,123,49,134,229
799,4e-05,9,0,41,89,61,3,578,0,33,9
800,4e-05,0,45,46,18,0,627,46,41,3,184
801,4e-05,160,0,509,0,37,53,340,644,212,271
802,4e-05,160,377,121,3,24,558,3,0,161,198
803,4e-05,0,9,130,108,0,324,32,386,19,10
804,4e-05,236,336,5,899,19,2989,26,0,3,2
805,4e-05,194,37,503,356,108,1,15,2,704,9
806,4e-05,0,2,58,316,2981,73,68,75,3610,41
807,4e-05,4,37,6,9,43,81,273,348,14,523
808,4e-05,0,0,104,3,148,72,0,19,3,279
809,4e-05,13,1,7,363,18,27,246,9,45,26
810,4e-05,39,256,163,0,125,7,31,11,223,0
811,4e-05,100,467,72,1,833,8,93,41,38,13
812,4e-05,0,1,4,0,19,249,32,8,0,4
813,4e-05,18,6,29,178,16,584,137,200,939,12
814,4e-05,68,47,752,122,145,10,2,33,223,39
815,4e-05,862,1,1,10,137,0,0,4,4,19
816,4e-05,20,1,0,1,129,42,0,89,0,121
817,4e-05,84,0,639,1694,282,356,2,36,97,1
818,4e-05,12,1,0,68,214,101,1022,27,489,44
819,4e-05,0,726,46,2,2,329,5,9,2,0
820,4e-05,0,1,540,111,74,7,13,44,142,34
821,4e-05,185,59,17,267,2,281,351,9,14,360
822,4e-05,75,29,109,0,50,2,0,1,42,44
823,4e-05,2,2,36,2,248,10,1,6,34,5
824,4e-05,5,13,42,2,20,0,189,0,556,84
825,4e-05,387,5,5,13,94,124,280,712,0,15
826,4e-05,0,0,48,2,11,15,35,40,6912,19
827,4e-05,117,0,182,11,0,5,0,78,37,64
828,4e-05,5,1,554,0,30,64,299,192,0,0
829,4e-05,52,11,1,45,13,0,0,71,16,238
830,4e-05,95,38,0,7,0,1,75,175,1,0
831,4e-05,182,194,260,0,20,81,479,0,0,0
832,4e-05,46,51,1127,49,51,1,4,0,717,83
833,4e-05,0,1,260,42,118,229,9,7,0,2
834,4e-05,1,17,0,140,189,40,4,55,4,0
835,4e-05,0,483,2,249,0,985,0,1,373,115
836,4e-05,8,80,2,18,6,51,647,47,23,0
837,4e-05,0,153,14,1,33,111,169,0,7,166
838,4e-05,13,0,93,35,46,40,28,165,87,2
839,4e-05,964,0,2,71,69,9,260,0,0,87
840,4e-05,1,277,648,17,474,91,8,39,55,761
841,4e-05,0,119,195,13,2,20,210,17,75,1
842,4e-05,0,0,560,7,3,0,0,6,0,39
843,4e-05,17,130,115,1,10,0,68,216,0,1
844,4e-05,13,1610,7,163,26,34,206,0,287,19
845,4e-05,104,1,0,0,2,3,72,18,32,2
846,4e-05,72,22,73,5,55,84,61,35,0,87
847,4e-05,2,10,183,7,138,164,32,423,74,13
848,4e-05,6,256,0,108,112,2,8,4,4,162
849,4e-05,859,1216,54,74,9,52,0,1,133,280
850,4e-05,0,59,18,45,81,731,256,136,94,126
851,4e-05,331,27,1084,5,284,22,8,75,52,30
852,4e-05,183,67,62,131,28,5,0,7,88,440
853,4e-05,6,26,5,577,8,0,242,4,198,0
854,4e-05,62,101,0,4,0,1,76,215,73,3
855,4e-05,0,16,0,1,571,28,114,1,64,32
856,4e-05,21,1,224,35,0,104,221,5,139,138
857,4e-05,1,1406,25,1,8,235,32,0,43,8
858,4e-05,0,813,0,100,431,40,3,14,6,216
859,4e-05,76,0,54,0,6,34,219,0,92,35
860,4e-05,34,14,156,477,44,799,1451,0,2,52
861,4e-05,41,312,235,13,249,1416,20,48,26,126
862,4e-05,11,396,26,1,1,423,160,4,95,61
863,4e-05,81,227,103,0,260,99,6,25,9,588
864,4e-05,0,31,1,262,21,160,55,355,99,0
865,4e-05,63,13,5,4,229,0,36,94,190,121
866,4e-05,2,0,38,38,626,11,6,577,7,217
867,4e-05,808,71,27,9,63,94,146,244,3,34
868,4e-05,0,21,0,1,18,89,28,33,86,2
869,4e-05,128,303,0,108,0,0,0,1307,1,288
870,4e-05,24,43,4,243,719,42,118,91,150,39
871,4e-05,34,0,42,353,482,808,1,4,8,120
872,4e-05,29,5,2,1259,362,82,30,15,94,5
873,4e-05,266,1,169,60,0,166,0,0,2,55
874,4e-05,12,3,88,233,1212,146,8,301,0,557
875,4e-05,1,26,23,53,547,30,6,3,0,5
876,4e-05,30,0,66,180,1075,19,153,5,2,0
877,4e-05,106,125,0,5,15,324,5,35,267,0
878,4e-05,90,157,3,32,0,6,8,96,0,2
879,4e-05,5,204,33,25,1115,32,20,0,0,32
880,4e-05,3,49,15,2,10,95,0,2,43,2
881,4e-05,1,204,140,109,8,257,10,74,77,9
882,4e-05,135,7,92,1,56,7,123,0,93,28
883,4e-05,452,187,858,1,118,46,51,78,16,1699
884,4e-05,12,0,35,4,81,1,86,16,2,21
885,4e-05,31,8,0,18,3251,0,21,8,59,26
886,4e-05,49,72,1,233,119,298,114,86,0,0
887,4e-05,0,1,0,3,22,40,547,1,3,123
888,4e-05,10,15,11,4,39,17,0,63,0,0
889,4e-05,432,6,95,0,0,0,18,587,9,7
890,4e-05,75,562,45,115,0,79,97,5,881,3
891,4e-05,287,31,196,161,1,78,8,11,81,269
892,4e-05,0,96,54,0,197,322,22,0,57,28
893,4e-05,62,25,247,22,8,1,138,386,70,22
894,4e-05,113,1,0,29,0,0,27,1,0,32
895,4e-05,12,17,2,0,12,947,603,7,199,627
896,4e-05,313,104,0,0,0,4,236,0,12,400
897,4e-05,162,18,18,1,448,330,153,3,144,133
898,4e-05,141,46,120,1,99,42,3,16,11,1
899,4e-05,207,4,33,48,15,423,0,204,39,687
900,4e-05,0,4,122,10,14,0,6,8,2,51
901,4e-05,1353,0,3,1,22,652,96,87,28,5
902,4e-05,857,129,121,0,29,27,269,23,7,48
903,4e-05,111,34,0,15,2,8,4,17,267,99
904,4e-05,7,4,0,10,293,296,26,137,179,0
905,4e-05,15,413,141,21,444,10,0,0,1,408
906,4e-05,28,5,10,26,32,121,57,141,114,160
907,4e-05,133,52,427,17,144,884,66,0,7,2
908,4e-05,0,0,37,2,2,0,3,306,105,49
909,4e-05,11,0,128,101,330,0,3,0,25,95
910,4e-05,1,279,219,10,2,9,0,50,153,30
911,4e-05,2,9,34,31,196,6,11,178,0,294
912,4e-05,6,118,44,270,35,18,43,1,124,64
913,4e-05,0,7,36,25,766,2,1,1,226,0
914,4e-05,6,2,4,10,26,0,46,83,9,1
915,4e-05,1,33,23,6,57,109,219,395,0,27
916,4e-05,0,0,250,294,424,411,1,0,103,11
917,4e-05,0,3,0,48,7,210,132,48,146,3
918,4e-05,3,49,1292,88,6,58,152,63,45,53
919,4e-05,4,282,8,1,21,107,7,4,285,163
920,4e-05,8,8,703,1148,5,0,59,0,85,3
921,4e-05,36,141,40,131,47,367,1,122,174,4
922,4e-05,186,69,145,0,137,61,0,71,93,20
923,4e-05,0,20,3,183,22,87,3,345,23,417
924,4e-05,34,0,17,555,68,11,78,0,94,0
925,4e-05,34,2,0,85,29,164,368,10,78,61
926,4e-05,0,133,32,1,0,11,95,0,2,0
927,4e-05,142,1,579,101,120,25,1,6,0,646
928,4e-05,0,87,393,15,32,29,19,391,187,54
929,4e-05,1240,535,1051,90,161,64,296,9,4,23
930,4e-05,8,0,0,300,3,145,24,2,318,28
931,4e-05,57,81,28,8,10,3,15,53,85,41
932,4e-05,0,12,7,4,63,597,30,98,2,45
933,4e-05,27,48,107,2,60,0,174,14,0,63
934,4e-05,0,1,0,325,107,0,976,0,475,14
935,4e-05,12,0,120,181,12,19,2,1,3154,140
936,4e-05,98,97,36,30,162,2,36,1,25,570
937,4e-05,12,15,0,0,152,13,207,0,0,0
938,4e-05,182,0,11,12,25,404,705,136,6,11
939,4e-05,57,41,0,114,20,79,38,100,3,319
940,4e-05,4,141,28,17,5,23,45,306,0,0
941,4e-05,0,536,49,694,207,1,0,12,73,0
942,4e-05,25,15,78,35,425,4,0,0,0,11
943,4e-05,402,0,3,92,27,964,0,0,294,1
944,4e-05,88,276,2,22,420,35,285,0,269,207
945,4e-05,0,109,2,173,2,3,339,0,0,0
946,4e-05,365,28,1,13,108,1,1,0,468,42
947,4e-05,72,3,3,18,0,45,8,181,101,384
948,4e-05,451,650,231,83,52,1,133,87,5,30
949,4e-05,102,285,117,43,96,2,706,2,84,102
950,4e-05,30,807,0,20,21,856,0,10,0,21
951,4e-05,368,6,354,3,162,0,5,60,219,339
952,4e-05,19,23,106,10,0,152,64,130,0,549
953,4e-05,249,66,1,10,32,3,79,278,48,2
954,4e-05,10,100,412,0,19,28,2,6,1771,76
955,4e-05,0,22,39,15,107,72,9,29,241,492
956,4e-05,0,4,480,20,446,38,135,8,1,18
957,4e-05,0,6,34,24,679,306,146,1,36,357
958,4e-05,14,5,8,498,8,8,0,214,964,93
959,4e-05,55,145,300,151,7,30,6,0,127,43
960,4e-05,7,663,170,74,21,127,0,276,1,9
961,4e-05,243,14,46,5,13,19,208,1,159,67
962,4e-05,12,35,10,426,24,0,235,46,579,77
963,4e-05,49,2,14,377,5,0,90,151,372,1
964,4e-05,138,1,459,67,0,92,2,48,1496,50
965,4e-05,1,1,4,183,6,1,36,6,2,0
966,4e-05,2,293,12,113,187,72,75,0,2,85
967,4e-05,1392,2,2,165,0,421,25,113,24,0
968,4e-05,7,31,0,29,595,86,9,24,9,11
969,4e-05,10,200,0,10,367,178,1,215,89,505
